recipe_urls,recipe_name,serves,cooking_time,difficulty,ingredients,nutrition,ingredients_parsed
https://www.jamieoliver.com/recipes/fish-recipes/the-best-tuna-burger/,The best tuna burger,4                                                                                                            ,25 minutes plus chilling                                                    ,"Super easy                                                    
","['1 sprig of fresh basil', '1 sprig of fresh mint', '4 spring onions', '1 fresh red chilli', '1 lemon', '600 g fresh tuna steak , from sustainable sources', '1 pinch of ground coriander', 'olive oil', '½ a round lettuce', '1 handful of rocket leaves', '2 ripe tomatoes', '4 ciabatta rolls or burger buns', 'tomato ketchup or salsa verde']","{'Calories': '386', 'Fat': '9.7g', 'Saturates': '2.3g', 'Sugars': '4.5g', 'Salt': '1.02g', 'Protein': '41.6g', 'Carbs': '32.8g', 'Fibre': '1.7g'}",sprig basil sprig onion lemon tuna steak lettuce tomato ciabatta roll burger bun tomato salsa verde
https://www.jamieoliver.com/recipes/turkey-recipes/the-best-roast-turkey-christmas-or-any-time/,The best roast turkey - Christmas or any time,8                                                                                                            ,3 hours 40 minutes plus cooling and resting                                                     ,"Showing off                                                    
","['1 sprig of fresh sage', '12 strips higher-welfare pancetta or thinly sliced streaky bacon', '1 bulb garlic', '4 medium red onions', '2 sticks celery', '1 big handful of breadcrumbs', '1 handful of dried apricots', '300 g higher-welfare minced pork', '1 lemon', '1 pinch of grated nutmeg', '1 large free-range egg', '12 small sprigs of fresh rosemary , plus a few extra', '4-4.5 kg higher-welfare turkey , at room temperature', '2 carrots', '1 large orange', 'olive oil', '2 tablespoons plain flour', '1.1 litres organic chicken or vegetable stock']","{'Calories': '572', 'Fat': '21.9g', 'Saturates': '6.9g', 'Sugars': '13.5g', 'Salt': '2.16g', 'Protein': '75.2g', 'Carbs': '20.4g', 'Fibre': '3.6g'}",sprig pancetta bacon garlic onion celery apricot minced pork lemon egg sprig turkey at carrot orange flour chicken vegetable stock
https://www.jamieoliver.com/recipes/pork-recipes/the-best-pork-chops-with-fresh-bay-salt-crackling-and-squashed-purple-potatoes/,"The best pork chops with fresh bay salt, crackling and squashed purple potatoes",4                                                                                                            ,45 minutes                                                    ,"Super easy                                                    
","['1 kg purple or Desirée potatoes , peeled and halved', 'sea salt', 'freshly ground black pepper', '4 higher-welfare pork chops , skin removed but kept', 'extra virgin olive oil', '1 small handful fresh thyme , leaves picked', '1 teaspoon fennel seeds', '10 bay leaves', '285 ml cider', '1 tablespoon wholegrain mustard', '4 tablespoons low fat crème fraîche', '1 knob butter']","{'Calories': '769', 'Fat': '47g', 'Saturates': '18g', 'Sugars': '4g', 'Salt': '1.46g', 'Protein': '37.9g', 'Carbs': '46.7g', 'Fibre': '3.5g'}",purple desiree potato pork chop but kept wholegrain creme fraiche butter
https://www.jamieoliver.com/recipes/pasta-recipes/the-best-pasta-salad/,The best pasta salad,4                                                                                                            ,15 minutes                                                    ,"Super easy                                                    
","['310 g small shell-shaped pasta', '3 cloves garlic', '255 g yellow cherry tomatoes', '255 g red cherry tomatoes', '1 handful black olives , pitted', '2 tablespoons fresh chives', '1 handful fresh basil', '½ cucumber', '4 tablespoons white wine vinegar , or to taste', '7 tablespoons extra virgin olive oil', 'sea salt', 'freshly ground black pepper']","{'Calories': '507', 'Fat': '24.6g', 'Saturates': '4.8g', 'Sugars': '7.4g', 'Salt': '1.10g', 'Protein': '11.4g', 'Carbs': '63.6g', 'Fibre': '4.5g'}",shaped pasta garlic cherry tomato cherry tomato chive basil cucumber wine
https://www.jamieoliver.com/recipes/vegetables-recipes/the-best-baked-pumpkin/,The best baked pumpkin,4                                                                                                            ,1 hour 30 minutes                                                    ,"Not too tricky                                                    
","['1 pumpkin , about 1kg', '2 cloves garlic , peeled', 'olive oil', '1 red onion , peeled and finely chopped', '1 small handful black olives , stoned and chopped', '2 sprigs of fresh rosemary , leaves finely chopped', '1 dried chilli', 'sea salt', 'freshly ground black pepper', '½ teaspoon ground nutmeg', '½ teaspoon ground cinnamon', '50 g basmati rice , washed and drained', '75 g dried cranberries', '50 g shelled pistachio nuts', '1 tangerine , zest of', '200 ml organic vegetable stock']","{'Calories': '587', 'Fat': '48.3g', 'Saturates': '7.4g', 'Sugars': '17.9g', 'Salt': '0.93g', 'Protein': '5.9g', 'Carbs': '32.3g', 'Fibre': '4.9g'}",pumpkin about garlic onion stoned sprig rice cranberry pistachio tangerine vegetable stock
https://www.jamieoliver.com/recipes/pork-recipes/tapas-feast-tortilla-glazed-chorizo-manchego-cheese-cured-meats-honey-stuffed-peppers-rolled-anchovies/,"Tapas feast: tortilla, glazed chorizo, Manchego cheese, cured meats & honey, stuffed peppers, rolled anchovies",6                                                                                                            ,30 minutes                                                    ,"Super easy                                                    
","['TORTILLA', '250 g baby new potatoes', '1 small red onion', '1 teaspoon fennel seeds', '2 cloves garlic', '½ small bunch fresh rosemary', '8 free-range eggs', '1 large handful prewashed rocket , to serve', 'CHORIZO', '250 g semi-cured whole iberico chorizo', '2 cloves garlic', '4 tablespoons red wine vinegar', '1 tablespoon runny honey', 'PEPPERS', '50 g Manchego cheese', '1 loaf ciabatta', '50 g blanched almonds', '1 small bunch fresh thyme', 'red wine vinegar', '450 g jarred whole peppers', 'MANCHEGO', '100 g Manchego cheese', '100 g quality Spanish cured meats, such as pata negra', 'runny honey , for drizzling', 'instant or quality ground coffee', '1 handful black olives', '2 sprigs of fresh thyme or oregano , optional', 'ANCHOVIES', '50 g chilled marinated or dressed anchovies', 'a few sprigs of fresh flat-leaf parsley', '1 lemon', '150 g cherry tomatoes', 'smoked paprika , for dusting', 'SEASONINGS', 'olive oil', 'extra virgin olive oil', 'sea salt', 'black pepper', 'TO SERVE', '1 bottle sparkling water , to serve', '1 orange , to serve', '1 bottle dry sherry , chilled, to serve']","{'Calories': '835', 'Fat': '42.3g', 'Saturates': '13.9g', 'Sugars': '12g', 'Salt': '4.3g', 'Protein': '39.9g', 'Carbs': '42.5g', 'Fibre': '3.3g'}",tortilla potato onion garlic egg prewashed chorizo semi cured iberico chorizo garlic wine honey manchego cheese ciabatta blanched almond wine jarred manchego manchego cheese spanish cured pata negra honey drizzling instant coffee sprig oregano anchovy chilled marinated dressed anchovy sprig lemon cherry tomato paprika sparkling orange
https://www.jamieoliver.com/recipes/pasta-recipes/taglierini-with-a-simple-sweet-tomato-sauce-and-shrimps/,Taglierini with a simple sweet tomato sauce and shrimps,4                                                                                                            ,30 minutes                                                    ,"Super easy                                                    
","['8 plum tomatoes', 'sea salt', 'freshly ground black pepper', 'extra virgin olive oil', '300 g small peeled prawns or shrimps , from sustainable sources, ask your fishmonger', '1 clove garlic , peeled and finely chopped', '1 lemon , zest and juice of', '2 shots Vecchia Romana or Cognac', '142 ml single cream', '400 g fresh or dried taglierini', '1 large handful fresh parsley , roughly chopped']","{'Calories': '399', 'Fat': '15.1g', 'Saturates': '5.5g', 'Sugars': '6.3g', 'Salt': '1.75g', 'Protein': '22.3g', 'Carbs': '39.6g', 'Fibre': '3.5g'}",plum tomato prawn shrimp garlic lemon shot vecchia romana cognac single cream taglierini
https://www.jamieoliver.com/recipes/pasta-recipes/tagliatelle-with-asparagus-crispy-pancetta-and-parmesan/,"Tagliatelle with asparagus, crispy pancetta and Parmesan",4                                                                                                            ,30 minutes                                                    ,"Super easy                                                    
","['1 bunch asparagus', '12 thin slices higher-welfare pancetta , sliced into small strips', '500 g fresh egg tagliatelle', '40 g Parmesan , grated', 'sea salt', 'freshly ground black pepper', 'extra virgin olive oil']","{'Calories': '589', 'Fat': '15g', 'Saturates': '4.9g', 'Sugars': '5.6g', 'Salt': '1.76g', 'Protein': '25.2g', 'Carbs': '94.1g', 'Fibre': '4.9g'}",asparagus pancetta egg tagliatelle parmesan
https://www.jamieoliver.com/recipes/duck-recipes/sweet-duck-legs-cooked-with-plums-and-star-anise/,Sweet duck legs cooked with plums and star anise,4                                                                                                            ,2 hours 35 minutes plus marinating time                                                    ,"Super easy                                                    
","['4 fat duck legs', '4 tablespoons soy sauce', '3 teaspoons five-spice', '1 handful star anise', '½ stick cinnamon', '1 tablespoon olive oil', '1-2 fresh red chillies , deseeded and sliced', '16 plums , halved and destoned', '2 tablespoons Demerara sugar']","{'Calories': '500', 'Fat': '36.5g', 'Saturates': '10.3g', 'Sugars': '25.9g', 'Salt': '1.56g', 'Protein': '19.1g', 'Carbs': '25.9g', 'Fibre': '3.1g'}",duck soy five star plum destoned demerara sugar
https://www.jamieoliver.com/recipes/pork-recipes/sweet-cherry-tomato-and-sausage-bake/,Sweet cherry tomato and sausage bake,6                                                                                                            ,1 hour 15 minutes                                                    ,"Super easy                                                    
","['2 kg lovely ripe cherry tomatoes , mixed colours if you can find them', '2 sprigs fresh thyme', '2 sprigs fresh rosemary', '2 sprigs fresh bay', '1 tablespoon dried oregano', '3 cloves garlic , peeled and chopped', '12 higher-welfare Cumberland or coarse Italian pork sausages', 'extra virgin olive oil', 'balsamic vinegar']","{'Calories': '381', 'Fat': '25.4g', 'Saturates': '8.6g', 'Sugars': '11g', 'Salt': '2.03g', 'Protein': '22.4g', 'Carbs': '15.8g', 'Fibre': '4.2g'}",lovely cherry tomato you find them sprig sprig sprig oregano garlic cumberland coarse pork sausage
https://www.jamieoliver.com/recipes/chicken-recipes/super-tasty-spanish-roast-chicken/,Super tasty Spanish roast chicken,8                                                                                                            ,1 hour 40 minutes                                                    ,"Super easy                                                    
","['1.6 kg potatoes , peeled and cut into 2.5cm dice', '4 lemons', '1 handful fresh flat-leaf parsley', '2 kg higher-welfare chicken', 'sea salt', 'freshly ground black pepper', '300 g iberico chorizo sausage', 'olive oil', '2 cloves garlic , peeled and finely chopped']","{'Calories': '439', 'Fat': '16.9g', 'Saturates': '5.7g', 'Sugars': '2.4g', 'Salt': '0.98g', 'Protein': '37.9g', 'Carbs': '36g', 'Fibre': '2.7g'}",potato dice lemon chicken iberico chorizo sausage garlic
https://www.jamieoliver.com/recipes/pasta-recipes/summertime-tagliarini/,Summertime tagliarini,4                                                                                                            ,30 minutes                                                    ,"Super easy                                                    
","['75 g pine nuts', '2 lemons , juice and zest of', '1 bunch fresh flat-leaf parsley (30g) , leaves picked, half finely chopped and half left whole', '135 ml extra virgin olive oil', '95 g Parmesan cheese , freshly grated, plus extra for shaving', '30 g pecorino cheese , freshly grated', '320 g good-quality tagliarini or tagliatelle']","{'Calories': '805', 'Fat': '54.5g', 'Saturates': '10g', 'Sugars': '3.8g', 'Salt': '0.80g', 'Protein': '22g', 'Carbs': '60.5g', 'Fibre': '3g'}",lemon left parmesan cheese shaving cheese tagliarini tagliatelle
https://www.jamieoliver.com/recipes/fish-recipes/stuffed-sea-bass/,Stuffed sea bass,2                                                                                                            ,50 minutes                                                    ,"Not too tricky                                                    
","['2 whole sea bass , from sustainable sources, ask your fishmonger, cleaned and gutted, head and tail on', '1 whole fennel', '1 teaspoon fennel seeds', '2 cloves garlic', '50 ml olive oil', '35 g butter', '½ a bunch of fresh dill', '½ a bunch of fresh flat-leaf parsley', '½ a bunch of fresh basil', '½ a bunch of fresh mint', '10 baby potatoes', '20 capers', '1 lemon', '200 ml white wine', '200 g tomato and basil sauce']","{'Calories': '951', 'Fat': '52.3g', 'Saturates': '15.2g', 'Sugars': '13g', 'Salt': '1.8g', 'Protein': '55.5g', 'Carbs': '52.6g', 'Fibre': '8g'}",bass tail garlic butter basil potato lemon wine tomato basil
https://www.jamieoliver.com/recipes/fish-recipes/steamed-thai-style-sea-bass-and-rice/,Steamed Thai-style sea bass and rice,4                                                                                                            ,40 minutes                                                    ,"Super easy                                                    
","['For the Thai paste', '2 large bunches fresh coriander , leaves picked and stalks reserved', '2 thumb-sized pieces fresh ginger , peeled', '3 cloves garlic , peeled', '2 fresh red chillies , halved and deseeded', '2 teaspoons sesame oil', '6 tablespoons soy sauce', '2 limes , juice and zest of', '400 ml light coconut milk', 'For the sea bass and rice', '400 g basmati rice', 'sea salt', 'freshly ground black pepper', '4 x 170 g sea bass fillets , from sustainable sources, ask your fishmonger, pinboned and skin scored', '1 handful sugar snap peas or mangetouts', '1 bunch spring onions , outer leaves discarded, trimmed and finely sliced', '1-2 fresh red chillies , deseeded and finely sliced', '1 lime , quartered']","{'Calories': '649', 'Fat': '13.1g', 'Saturates': '6.2g', 'Sugars': '6.3g', 'Salt': '2.55g', 'Protein': '43.8g', 'Carbs': '87.3g', 'Fibre': '1.3g'}",paste reserved ginger garlic sesame soy lime coconut milk bass rice rice bass fillet pinboned scored sugar snap pea mangetouts onion outer lime
https://www.jamieoliver.com/recipes/fish-recipes/steamed-asian-sea-bass-in-the-bag/,Steamed Asian sea bass in the bag,2                                                                                                            ,30 minutes plus optional marinating time                                                    ,"Super easy                                                    
","['6 lime leaves', '1-2 sticks lemon grass , chopped', '1 clove garlic , finely sliced', '1-2 red chillies , to taste, seeded and chopped', '1 small tablespoon freshly grated ginger', '1 handful coriander , leaves picked and stalks reserved, plus extra to serve', '1 tablespoon Kikkoman low-salt soy sauce', '1 lime , zested and halved', '2 tablespoons olive oil', '2 thick sea bass fillets , from sustainable sources, ask your fishmonger, about 200g each', '1 free-range egg white', '1 small wineglass sake']","{'Calories': '386', 'Fat': '21.5g', 'Saturates': '3.6g', 'Sugars': '2.4g', 'Salt': '1.14g', 'Protein': '43.7g', 'Carbs': '4.5g', 'Fibre': '0.4g'}",lime lemon grass garlic ginger kikkoman soy lime zested bass fillet about each egg wineglass sake
https://www.jamieoliver.com/recipes/beef-recipes/steak-guinness-cheese-pie/,"Steak, Guinness & cheese pie",6                                                                                                            ,3 hours 50 minutes                                                    ,"Not too tricky                                                    
","['3 red onions', '3 cloves of garlic', '2 carrots', '2 sticks of celery', '4 field mushrooms', 'a few sprigs of rosemary', 'olive oil', '1 kg quality brisket or stewing beef , cut into 2cm cubes', '440 ml Guinness (no lager, please!)', '2 heaped tablespoons plain flour , plus extra for dusting', '140 g Cheddar cheese', '170 g puff pastry', '1 large egg']","{'Calories': '715', 'Fat': '45.8g', 'Saturates': '20g', 'Sugars': '8.6g', 'Salt': '1.3g', 'Protein': '43.3g', 'Carbs': '28.8g', 'Fibre': '4.4g'}",onion garlic carrot celery field mushroom sprig brisket stewing beef guinness flour cheddar cheese puff pastry egg
https://www.jamieoliver.com/recipes/pasta-recipes/squash-and-ricotta-pasta-bake/,Squash and ricotta pasta bake,4                                                                                                            ,1 hour 20 minutes                                                    ,"Super easy                                                    
","['1 butternut squash , peeled, deseeded and chopped into 2.5cm pieces', 'olive oil', '2 cloves of garlic , peeled and finely sliced', '1 bunch of fresh basil , leaves picked, stalks finely chopped', '1 x 400 g tins of chopped tomatoes', 'sea salt', '500 g dried penne', 'freshly ground black pepper', '3 tablespoons ricotta cheese', '750 ml organic vegetable stock', '150 g mozzarella ball', '1 handful Parmesan cheese , freshly grated', '2 sprigs fresh sage , leaves picked']","{'Calories': '793', 'Fat': '23.7g', 'Saturates': '9.2g', 'Sugars': '22.4g', 'Salt': '2.47g', 'Protein': '31.6g', 'Carbs': '121.7g', 'Fibre': '10.1g'}",butternut squash garlic basil tomato penne ricotta cheese vegetable stock mozzarella ball parmesan cheese sprig
https://www.jamieoliver.com/recipes/chicken-recipes/spring-poached-chicken/,Spring poached chicken,6                                                                                                            ,1 hour 10 minutes                                                    ,"Super easy                                                    
","['2 kg higher-welfare chicken', '1 handful fresh flat-leaf parsley', '4 fresh bay leaves', 'sea salt', 'freshly ground black pepper', '2 handfuls new potatoes , scrubbed', '2 handfuls baby carrots', '2 handfuls baby turnips or radishes', '1 bulb fennel , quartered, herby tops removed and reserved', 'horseradish , freshly grated', '1 jar hot creamed horseradish , optional', '285 ml crème fraîche', '2 handfuls fresh peas', '2 handfuls broad beans', '1 colanderful spinach or Swiss chard', 'olive oil', '1 small handful inner celery leaves']","{'Calories': '292', 'Fat': '13.9g', 'Saturates': '4.7g', 'Sugars': '1.4g', 'Salt': '0.88g', 'Protein': '38.1g', 'Carbs': '3.7g', 'Fibre': '1.7g'}",chicken potato scrubbed carrot turnip radish herby top reserved horseradish creamed horseradish creme fraiche pea broad bean colanderful spinach swiss chard inner celery
https://www.jamieoliver.com/recipes/vegetables-recipes/spring-minestrone/,Spring minestrone,6                                                                                                            ,45 minutes                                                    ,"Super easy                                                    
","['6 heaped tablespoons fresh pesto', '1.5 litres organic chicken, ham or vegetable stock', '1 bulb fennel', '100 g fine asparagus', '2 Romanesco cauliflowers , or 1 large cauliflower', '6 baby courgettes', '6 ripe plum tomatoes', 'olive oil', '2 cloves garlic', '1 bunch of spring onions', '200 g green and yellow beans', '100 g peas', '100 g broad beans', '100 g spaghetti', '½ a bunch of fresh green or purple basil', '1 small handful of fresh chives', 'extra virgin olive oil']","{'Calories': '455', 'Fat': '33.3g', 'Saturates': '6.2g', 'Sugars': '9.9g', 'Salt': '3g', 'Protein': '15.9g', 'Carbs': '26.4g', 'Fibre': '9.1g'}",pesto ham vegetable stock asparagus romanesco cauliflower cauliflower courgette plum tomato garlic onion bean pea broad bean spaghetti purple basil chive
https://www.jamieoliver.com/recipes/rice-recipes/spicy-pangrattato-risotto/,Spicy pangrattato risotto,8                                                                                                            ,55 minutes                                                    ,"Not too tricky                                                    
","['1 lemon , zest of', ""3 dried bird's-eye chillies"", '4 cloves garlic , peeled', '6 good-quality salted anchovy fillets in oil', '½ large loaf ciabatta , stale if possible, cut into chunks', 'olive oil', '1 x Tap For Method']","{'Calories': '485', 'Fat': '22.4g', 'Saturates': '11.9g', 'Sugars': '3.7g', 'Salt': '3.26g', 'Protein': '13.4g', 'Carbs': '52.2g', 'Fibre': '3g'}",lemon eye garlic salted anchovy fillet ciabatta stale tap method
https://www.jamieoliver.com/recipes/lamb-recipes/spicy-lamb-cutlets-with-crispy-coriander-potatoes/,Spicy lamb cutlets with crispy coriander potatoes,4                                                                                                            ,1 hour 5 minutes                                                    ,"Super easy                                                    
","['8 quality lamb cutlets', '4 tablespoons olive oil , plus extra for the lamb', 'sea salt', '1 tablespoon freshly ground black pepper', '1 dried chilli , finely sliced', '1 small handful fresh thyme leaves', '1 kg waxy red potatoes', '2 tablespoons coriander seeds', '½ teaspoon ground cinnamon', '1 small glass red wine', '1 large cabbage , shredded', '1 lemon , juice of', 'extra virgin olive oil']","{'Calories': '695', 'Fat': '43.2g', 'Saturates': '14.2g', 'Sugars': '9.7g', 'Salt': '1.28g', 'Protein': '23.8g', 'Carbs': '51.8g', 'Fibre': '8.1g'}",lamb cutlet lamb waxy potato glass wine cabbage lemon
https://www.jamieoliver.com/recipes/lamb-recipes/spicy-barbecued-leg-of-lamb/,Spicy barbecued leg of lamb,8                                                                                                            ,1 hour plus marinating & resting                                                    ,"Super easy                                                    
","['3 sticks of lemongrass', '5 cm piece of fresh root ginger', '5 cloves of garlic', '6 lime leaves', '1 good pinch of ground cumin', '2 lemons', '1 quality leg of lamb , boned and butterflied', 'a few sprigs of fresh mint', 'fat-free natural yoghurt', 'rocket , to serve']","{'Calories': '431', 'Fat': '28g', 'Saturates': '12.2g', 'Sugars': '0.6g', 'Salt': '1.34g', 'Protein': '43.8g', 'Carbs': '1.2g', 'Fibre': '0.1g'}",lemongrass ginger garlic lime lemon lamb boned butterflied sprig yoghurt
https://www.jamieoliver.com/recipes/lamb-recipes/spiced-lamb-stew-with-walnuts-and-pomegranate/,Spiced lamb stew with walnuts and pomegranate,4                                                                                                            ,2 hours                                                    ,"Super easy                                                    
","['750 g quality roasting shoulder joint of lamb , boneless', '2 tablespoons plain flour', 'sea salt', 'freshly ground black pepper', 'olive oil', '1 red onion , peeled and finely sliced', '4 sticks celery , trimmed and finely sliced', '4 cloves garlic , peeled and finely sliced', '½ stick cinnamon', '100 g walnuts , chopped', '2 bay leaves', '6 pomegranates', '1 bunch fresh flat-leaf parsley']","{'Calories': '785', 'Fat': '58.4g', 'Saturates': '18.8g', 'Sugars': '18.3g', 'Salt': '1.36g', 'Protein': '39.1g', 'Carbs': '27.7g', 'Fibre': '2.6g'}",roasting joint lamb flour onion celery garlic walnut pomegranate
https://www.jamieoliver.com/recipes/chicken-recipes/special-chicken-stew/,Special chicken stew,4                                                                                                            ,1 hour 40 minutes                                                    ,"Super easy                                                    
","['salt', 'freshly ground black pepper', '4 higher-welfare spring chickens or poussins', '1 small handful fresh parsley , leaves picked, stalks kept', '1 bunch fresh tarragon , leaves picked, stalks kept', '4 teaspoons wholegrain mustard', '2 heaped tablespoons plain white flour', 'extra virgin olive oil', '1 white onion , peeled and finely chopped', '2 cloves garlic , peeled and finely sliced', '½ heart celery , trimmed back and finely sliced', '2 good knobs butter', '2 wineglasses crisp white wine', '565 ml organic stock', '3 gem lettuces , quartered', '1 small bunch seedless grapes , washed and halved']","{'Calories': '691', 'Fat': '37.5g', 'Saturates': '11.2g', 'Sugars': '11.8g', 'Salt': '2.14g', 'Protein': '52.9g', 'Carbs': '23.4g', 'Fibre': '3.7g'}",chicken poussin kept tarragon kept wholegrain flour onion garlic heart celery back butter wineglass crisp wine stock gem lettuce seedless grape
https://www.jamieoliver.com/recipes/pasta-recipes/spaghetti-with-prawns-and-rocket-spaghetti-con-gamberetti-e-rucola/,Spaghetti with prawns and rocket (Spaghetti con gamberetti e rucola),4                                                                                                            ,20 minutes                                                    ,"Not too tricky                                                    
","['455 g dried spaghetti', '2 cloves garlic', 'extra virgin olive oil', '1-2 dried red chillies', '400 g peeled raw prawns , from sustainable sources, ask your fishmonger', '1 small wineglass white wine', '2 heaped tablespoons sun-dried tomato purée , or 6 sun-dried tomatoes blitzed in a blender', '1 lemon', '2 handfuls of rocket']","{'Calories': '699', 'Fat': '24.3g', 'Saturates': '3.3g', 'Sugars': '5.5g', 'Salt': '2.1g', 'Protein': '33.5g', 'Carbs': '86.9g', 'Fibre': '4.2g'}",spaghetti garlic prawn wineglass wine tomato puree tomato blitzed blender lemon
https://www.jamieoliver.com/recipes/pasta-recipes/spaghetti-vongole/,Spaghetti vongole,4                                                                                                            ,30 minutes                                                    ,"Not too tricky                                                    
","['1 kg small clams , from sustainable sources, ask your fishmonger, scrubbed clean', '½ a bunch fresh flat-leaf parsley (15g)', '4 cloves garlic', '10 cherry tomatoes', '250 ml white wine', '400 g dried spaghetti', 'extra virgin olive oil', '1-2 dried red chillies']","{'Calories': '760', 'Fat': '24.4g', 'Saturates': '3.3g', 'Sugars': '6.4g', 'Salt': '0.9g', 'Protein': '44.2g', 'Carbs': '84.2g', 'Fibre': '3.6g'}",clam scrubbed clean garlic cherry tomato wine spaghetti
https://www.jamieoliver.com/recipes/pork-recipes/souvlaki-wicked-kebabs/,Souvlaki (Wicked kebabs),4 (makes 8 generous kebabs)                                                                                                            ,1 hour                                                    ,"Super easy                                                    
","['3 sweet pointed peppers', '8 flatbreads , to serve', '4 sprigs fresh mint , leaves picked', '1 small bunch fresh dill , chopped (stalks and all)', 'red wine vinegar', 'Greek extra virgin olive oil', '1 lemon , to serve', 'For the kebabs', '800 g higher-welfare leg of pork , shin if you can get it, cut into 2cm chunks', '1 tablespoon dried mint', '1 tablespoon dried oregano', '1 lemon , juice of', '100 ml good-quality olive oil', '2 cloves garlic , peeled and finely grated', '1 tablespoon red wine vinegar', 'For the tzatziki', '½ large cucumber', '200 ml fat-free natural yoghurt', '1 small clove garlic , peeled', '1 heaped teaspoon dried mint', '1½ teaspoons red wine vinegar']","{'Calories': '940', 'Fat': '58.5g', 'Saturates': '14.2g', 'Sugars': '12g', 'Salt': '1.85g', 'Protein': '50.4g', 'Carbs': '55.4g', 'Fibre': '3.7g'}",pointed flatbread sprig wine greek lemon kebab pork shin you get oregano lemon garlic wine tzatziki cucumber yoghurt garlic wine
https://www.jamieoliver.com/recipes/pork-recipes/southern-style-pork-slaw/,Southern-style pork & slaw,10                                                                                                            ,6 hours 25 minutes                                                    ,"Super easy                                                    
","['PORK', '½ higher-welfare pork shoulder , neck end with bone in (5kg)', 'olive oil', '2 heaped teaspoons smoked paprika , plus extra for sprinkling', '½ a bunch of fresh mint', '1-2 fresh red chillies', '6 tablespoons olive oil', '3 tablespoons red wine vinegar', 'COLLARD GREENS & APPLE SLAW', '½ a white cabbage', '1 red onion', '3 carrots', '2 big handfuls collard greens or spring cabbage', '3 crunchy eating apples', '2 tablespoons free-range mayonnaise', 'extra virgin olive oil', 'cayenne pepper', '4-5 tablespoons red wine vinegar']","{'Calories': '817', 'Fat': '56.7g', 'Saturates': '17.6g', 'Sugars': '9.2g', 'Salt': '1.28g', 'Protein': '66g', 'Carbs': '10.1g', 'Fibre': '2.4g'}",pork pork neck end paprika sprinkling wine collard apple slaw cabbage onion carrot collard cabbage crunchy eating apple mayonnaise wine
https://www.jamieoliver.com/recipes/pork-recipes/southern-sausage-stew/,Southern sausage stew,6                                                                                                            ,1 hour                                                    ,"Super easy                                                    
","['olive oil', '12-18 quality sausages', '1 onion , peeled and roughly chopped', '1 red pepper , deseeded and roughly chopped', '1 green pepper , deseeded and roughly chopped', '1 yellow pepper , deseeded and roughly chopped', '2 sticks celery , trimmed and roughly chopped, yellow leaves reserved', '4 cloves garlic , peeled and chopped', '1-2 fresh red chillies , deseeded and finely chopped', '10 sprigs fresh thyme , leaves picked', '1 heaped teaspoon paprika', '1 heaped teaspoon cayenne pepper', '2-3 heaped tablespoons plain flour', '1 tablespoon white wine or cider vinegar', '750 ml organic chicken stock', '400 g tinned chopped tomatoes', 'long-grain rice , cooked, to serve', '3 spring onions , trimmed and finely sliced', '1 small bunch fresh curly parsley , roughly chopped']","{'Calories': '435', 'Fat': '29.2g', 'Saturates': '10.5g', 'Sugars': '9.1g', 'Salt': '3.56g', 'Protein': '25.8g', 'Carbs': '19.1g', 'Fibre': '4.3g'}",sausage onion celery reserved garlic sprig paprika flour wine chicken stock tomato rice onion curly
https://www.jamieoliver.com/recipes/vegetables-recipes/southern-indian-vegetable-curry-with-curry-leaves/,Southern Indian vegetable curry,4                                                                                                            ,40 minutes                                                    ,"Super easy                                                    
","['2 fresh green chillies', '2 onions', 'olive oil', '1 teaspoon mustard seeds', '1 bunch of curry leaves', '½ teaspoon ground coriander', '1 pinch of ground cumin', '½ teaspoon garam masala', '¼ teaspoon ground turmeric', '¼ teaspoon chilli powder', '6 ripe tomatoes', '2 sweet potatoes', '2 potatoes', '1 aubergine', '100 ml coconut milk', '1 handful of okra', '1 handful of French beans', '1 handful of peas']","{'Calories': '331', 'Fat': '10.1g', 'Saturates': '2.7g', 'Sugars': '20.2g', 'Salt': '0.7g', 'Protein': '7.9g', 'Carbs': '56.3g', 'Fibre': '9.2g'}",onion curry masala turmeric tomato potato potato aubergine coconut milk okra bean pea
https://www.jamieoliver.com/recipes/fish-recipes/southern-indian-rice-and-seafood-soup/,Southern Indian rice and seafood soup,4                                                                                                            ,50 minutes                                                    ,"Super easy                                                    
","['5 tablespoons vegetable or sunflower oil', '3 tablespoons brown mustard seeds', '1 handful fresh curry leaves , picked off their stalks', '2 teaspoons cumin seeds', '1 teaspoon garam masala', '1½ teaspoons chilli powder', '2 teaspoons turmeric', '3 red chillies , deseeded and finely sliced', '2 large thumb-sized pieces fresh ginger , peeled and grated', '6 cloves garlic , peeled and finely chopped', '2 onions , peeled and finely chopped', '2 handfuls basmati rice', '565 ml water', '600 g fish , from sustainable sources, ask your fishmonger, skinned, filleted and cut into 2-3 inch chunks', '400 ml light coconut milk', 'sea salt', 'freshly ground black pepper', '2 limes , juice of', '1 handful fresh coriander , roughly chopped', '3 tablespoons freshly grated coconut']","{'Calories': '493', 'Fat': '28.2g', 'Saturates': '8.4g', 'Sugars': '9.3g', 'Salt': '1.11g', 'Protein': '34.3g', 'Carbs': '29.9g', 'Fibre': '2.5g'}",vegetable sunflower curry off their masala turmeric ginger garlic onion rice fish filleted coconut milk lime coconut
